"t","Jy_up","Jy_down"
0.08585286275010598,-0.1715785492980702,0.16020150540201872
0.0866263119640709,-0.17537340368513157,0.16364282241092712
0.08739976117803581,-0.17893159909592182,0.1668436548525323
0.08817321039200075,-0.18223796508324422,0.16978843652884082
0.08894665960596566,-0.18527891420308767,0.1724635799958418
0.08972010881993056,-0.18804362926701618,0.17485787231430255
0.09049355803389549,-0.19052379950830442,0.17696260696670163
0.0912670072478604,-0.19271348866500587,0.17877171577416012
0.09204045646182533,-0.19460953073074896,0.1802819008133744
0.09281390567579025,-0.19621166187166947,0.18149250249968382
0.09358735488975517,-0.19752238850947806,0.18240563150400255
0.09436080410372008,-0.19854711923839288,0.1830264325866845
0.09513425331768502,-0.19929376907434268,0.183362556929794
0.09590770253164992,-0.1997734190396277,0.1834248217217672
0.09668115174561484,-0.1999996565782591,0.18322641865581876
0.09745460095957975,-0.19998870747289096,0.18278330968073828
0.09822805017354469,-0.19975917201095586,0.18211383125009425
0.0990014993875096,-0.1993322888185294,0.18123882623916585
0.09977494860147451,-0.1987308795248731,0.18018098436028226
0.10054839781543944,-0.1979802721809589,0.17896523791361918
0.10132184702940435,-0.19710724592401271,0.1776181022025381
0.10209529624336927,-0.196140162894446,0.17616754361665404
0.10286874545733418,-0.19510883631892384,0.17464297963183578
0.1036421946712991,-0.1940437390087722,0.173074751142477
0.10441564388526402,-0.19297639911077402,0.17149399054456427
0.10518909309922896,-0.191938872439441,0.16993248981874495
0.10596254231319387,-0.19096347864314905,0.1684220409456664
0.10673599152715879,-0.19008214161947762,0.1669946997398401
0.1075094407411237,-0.1893271810168026,0.16568212626498144
0.10828288995508863,-0.18872986114804277,0.16451532100014474
0.10905633916905354,-0.18832052290759185,0.16352488867358808
0.10982978838301845,-0.18812897952211502,0.1627401148442479
0.11060323759698337,-0.18818293354736296,0.1621887020678751
0.1113766868109483,-0.18850903220362938,0.16189742948169547
0.11215013602491322,-0.1891318120402935,0.16189043788429167
0.11292358523887813,-0.19007343510195596,0.16219054890492518
0.11369703445284306,-0.19135408467923515,0.162817550083418
0.11447048366680797,-0.19299077805637802,0.1637892502056099
0.11524393288077289,-0.194998289929785,0.16512029205096906
0.1160173820947378,-0.19738783323868855,0.16682254814338882
0.11679083130870274,-0.2001677187498139,0.16890459308345862
0.11756428052266765,-0.20334282738965043,0.17137157163153222
0.11833772973663258,-0.2069143464105875,0.17422572637545608
0.11911117895059749,-0.2108801651417108,0.17746507856124805
0.1198846281645624,-0.21523447923800582,0.18108448342855435
0.12065807737852732,-0.21996752684649376,0.1850751025429212
0.12143152659249223,-0.2250666439416885,0.18942453571272677
0.12220497580645717,-0.23051468132241099,0.19411682098918143
0.12297842502042208,-0.23629185144883924,0.1991325665832595
0.123751874234387,-0.2423746731070512,0.20444908278263185
0.1245253234483519,-0.24873649907675321,0.210040777702462
0.12529877266231684,-0.25534777996514446,0.21587876153460986
0.12607222187628175,-0.26217632804078117,0.22193190188308884
0.1268456710902467,-0.26918771298437305,0.22816655993020146
0.1276191203042116,-0.2763451299718512,0.23454698618733613
0.12839256951817654,-0.283610191175961,0.24103584816269535
0.12916601873214142,-0.2909430576831941,0.24759423036129583
0.12993946794610634,-0.2983028352445852,0.2541822938696292
0.13071291716007125,-0.30564810194344005,0.2607596721064588
0.13148636637403616,-0.31293690819533626,0.267285470822819
0.1322598155880011,-0.32012770016664754,0.2737191915205409
0.133033264801966,-0.32717931977454406,0.28002046761838767
0.13380671401593094,-0.33405153235472124,0.28615025170444375
0.13458016322989586,-0.34070529049526377,0.29207015595145464
0.1353536124438608,-0.34710339362130604,0.29774390320308
0.1361270616578257,-0.353210487995033,0.30313666738923306
0.13690051087179061,-0.3589935943834079,0.30821612886153793
0.13767396008575553,-0.3644223718920369,0.3129523424763974
0.13844740929972046,-0.3694695137159659,0.3173181333457892
0.13922085851368537,-0.3741108790566119,0.32128962450499476
0.13999430772765029,-0.3783256250386958,0.32484610499566713
0.14076775694161522,-0.38209660246103866,0.327970161782763
0.1415412061555801,-0.3854107515473577,0.3306484712561354
0.14231465536954505,-0.3882585742785385,0.33287113964587356
0.14308810458350996,-0.3906349258942273,0.33463262644082703
0.14386155379747487,-0.3925387510589672,0.3359312167208782
0.14463500301143978,-0.39397321577912936,0.33676928499080555
0.14540845222540472,-0.3949455754859819,0.33715329518028436
0.14618190143936963,-0.39546730695262167,0.3370939325608184
0.14695535065333457,-0.395553976377042,0.33660570799494377
0.14772879986729948,-0.3952252393821328,0.3357072217700933
0.1485022490812644,-0.39450444526488365,0.3344207678477996
0.14927569829522933,-0.3934187689133172,0.3327723338636957
0.15004914750919424,-0.3919985512218268,0.33079120537671813
0.15082259672315915,-0.39027756292504234,0.3285098339521747
0.15159604593712409,-0.38829247693010016,0.32596383716174526
0.152369495151089,-0.3860826044827803,0.32319120708188803
0.1531429443650539,-0.3836894994167088,0.3202320464599755
0.15391639357901882,-0.38115643048562986,0.31712883254815877
0.15468984279298373,-0.3785287771142017,0.31392509793404644
0.15546329200694867,-0.3758524463948114,0.31066609012536467
0.15623674122091358,-0.3731745326722353,0.30739745238063615
0.15701019043487852,-0.3705423941251143,0.30416522370918014
0.15778363964884343,-0.3680031250982243,0.30101557503724785
0.15855708886280834,-0.3656035561024776,0.29799401770642997
0.15933053807677325,-0.3633895942302612,0.2951455353905884
0.16010398729073816,-0.36140569548770846,0.29251366067733153
0.1608774365047031,-0.35969446904390273,0.29014007931721775
0.161650885718668,-0.3582968091478095,0.28806476214068744
0.16242433493263295,-0.357250707875887,0.286325041639538
0.16319778414659786,-0.35659138704901827,0.2849557438838563
0.1639712333605628,-0.3563510343986471,0.2839883970204252
0.1647446825745277,-0.35655801206518517,0.28345123127272426
0.16551813178849262,-0.3572369885149437,0.2833687831901327
0.1662915810024575,-0.3584088066232019,0.28376189564792953
0.16706503021642244,-0.3600896921726139,0.28464692634570116
0.16783847943038735,-0.3622915176870729,0.28603640739200126
0.16861192864435226,-0.36502153859784686,0.2879381218858267
0.1693853778583172,-0.36828226132664654,0.29035523583354883
0.1701588270722821,-0.37207144328562547,0.2932866938997106
0.17093227628624705,-0.37638196096044785,0.29672655982236545
0.17170572550021196,-0.3812019418272204,0.3006641483300094
0.17247917471417687,-0.38651450051862835,0.3050842889754455
0.1732526239281418,-0.39229826649166394,0.3099674580527162
0.17402607314210672,-0.39852738402762644,0.3152893828463066
0.17479952235607163,-0.40517164414905427,0.3210218331327372
0.17557297157003654,-0.4121964846197252,0.32713248926363203
0.1763464207840015,-0.41956391336318066,0.33358533791651523
0.17711986999796642,-0.42723198079499836,0.34034093592867487
0.17789331921193133,-0.4351559670751804,0.3473566741310275
0.1786667684258962,-0.4432881182742899,0.3545870411819828
0.17944021763986112,-0.4515785697919752,0.3619846789028999
0.18021366685382606,-0.45997547827390284,0.36949972269342757
0.18098711606779097,-0.46842568119641764,0.3770813845346891
0.18176056528175588,-0.4768746968665431,0.38467782107235116
0.1825340144957208,-0.48526830742516713,0.3922363974504871
0.18330746370968576,-0.4935517673454487,0.39970487456396697
0.18408091292365067,-0.5016713864360042,0.407031277141525
0.18485436213761558,-0.5095742660070427,0.41416494908121676
0.1856278113515805,-0.517209486122756,0.4210565534504195
0.18640126056554543,-0.5245277098505208,0.42765860015356044
0.18717470977951034,-0.5314827662640861,0.4339261055167777
0.18794815899347525,-0.538030727025047,0.43981685612178417
0.18872160820744016,-0.5441316213029631,0.4452916726397324
0.18949505742140507,-0.5497486442737652,0.4503152013328071
0.19026850663537004,-0.5548493443721457,0.4548553863864967
0.19104195584933492,-0.5594056232915573,0.45888478907891467
0.19181540506329983,-0.5633936040672812,0.4623799281961389
0.19258885427726474,-0.5667945544949526,0.46532180769994025
0.19336230349122968,-0.5695942275459001,0.46769631247857907
0.1941357527051946,-0.5717836528687371,0.4694938125960087
0.1949092019191595,-0.5733592687062962,0.47070995479346817
0.1956826511331244,-0.5743221303940343,0.47134487098788985
0.19645610034708938,-0.5746789656954907,0.47140396977349147
0.1972295495610543,-0.5744413833006947,0.47089701300325204
0.1980029987750192,-0.5736258728261644,0.4698393030413006
0.1987764479889841,-0.5722544643995684,0.46825049551052694
0.19954989720294902,-0.5703534094904037,0.4661547312095139
0.20032334641691396,-0.5679539724115891,0.4635808999464015
0.20109679563087887,-0.5650913749840079,0.4605619809542266
0.20187024484484378,-0.5618054561211682,0.4571350428909221
0.2026436940588087,-0.5581396164937462,0.45334098000545375
0.20341714327277363,-0.5541406866126543,0.44922385255315833
0.20419059248673854,-0.5498587949121078,0.4448311506296086
0.20496404170070345,-0.5453465762480332,0.4402127388351561
0.20573749091466836,-0.5406590399811358,0.4354211201087951
0.2065109401286333,-0.5358530423091707,0.4305103803927057
0.2072843893425982,-0.530986890516147,0.4255361886322538
0.20805783855656312,-0.5261195514707339,0.42055487335746594
0.20883128777052803,-0.521310123958533,0.41562342268302954
0.20960473698449295,-0.5166179705990105,0.41079856088976757
0.2103781861984579,-0.5121012667592431,0.40613635267384246
0.21115163541242282,-0.507817000553918,0.4016918073959591
0.21192508462638773,-0.5038207090114688,0.3975180875797728
0.21269853384035264,-0.5001650269878222,0.39366611316109196
0.21347198305431758,-0.4969000829171938,0.3901845614878789
0.2142454322682825,-0.49407270731049563,0.38711868006785977
0.2150188814822474,-0.4917259050876076,0.3845100227346607
0.2157923306962123,-0.48989845982658065,0.38239658156474
0.21656577991017725,-0.48862466992977316,0.38081173154193076
0.21733922912414216,-0.48793395287305347,0.3797846263082372
0.21811267833810707,-0.48785044945500483,0.37933901091144606
0.21888612755207199,-0.48839289187999146,0.3794938813897862
0.2196595767660369,-0.4895743399242965,0.3802628251872687
0.22043302598000183,-0.4914017851853234,0.3816537573198225
0.22120647519396675,-0.4938766787493258,0.3836693161260904
0.22197992440793166,-0.49699427160674636,0.3863063355997009
0.2227533736218966,-0.5007438784860815,0.38955597730620034
0.22352682283586153,-0.5051090097708124,0.39340399421691674
0.22430027204982644,-0.5100672395824746,0.39783046687509593
0.22507372126379135,-0.5155906015314529,0.4028104629805623
0.22584717047775626,-0.5216458525508462,0.4083137735558542
0.2266206196917212,-0.5281943409795354,0.4143050448631565
0.22739406890568611,-0.5351929299807093,0.4207448337397571
0.22816751811965102,-0.5425941294587944,0.42758907993031925
0.22894096733361594,-0.5503460960594573,0.4347897656715415
0.22971441654758085,-0.5583935565881285,0.4422958391106831
0.23048786576154578,-0.5666785995115957,0.45005308238863173
0.2312613149755107,-0.5751402792072073,0.4580043754737683
0.2320347641894756,-0.5837158032152616,0.46609101533128705
0.23280821340344052,-0.5923410599067349,0.4742527159231974
0.23358166261740548,-0.6009510142340793,0.48242813587605077
0.2343551118313704,-0.6094802353989499,0.49055540614867077
0.2351285610453353,-0.6178636883537987,0.49857305345067693
0.23590201025930022,-0.6260372614696023,0.5064201321594176
0.23667545947326515,-0.6339384261205229,0.5140370158215624
0.23744890868723006,-0.6415065005177734,0.5213657929038988
0.23822235790119498,-0.6486834412112091,0.5283510582949257
0.2389958071151599,-0.6554145026739897,0.5349401771387163
0.2397692563291248,-0.6616485011364415,0.5410836805857157
0.24054270554308974,-0.6673382103368567,0.5467360572943333
0.24131615475705465,-0.6724411530230837,0.5518560172648073
0.24208960397101956,-0.6769196009525285,0.5564066237561364
0.24286305318498447,-0.6807412344768156,0.5603560847876735
0.2436365023989494,-0.6838791425417869,0.5636776212221928
0.24440995161291434,-0.6863122184382987,0.5663499944336186
0.24518340082687923,-0.6880254236360867,0.5683576382239577
0.24595685004084417,-0.6890097877837646,0.5696903949894349
0.2467302992548091,-0.6892625406257576,0.5703444391390177
0.247503748468774,-0.6887872439192334,0.5703214855928243
0.24827719768273893,-0.687593791434103,0.5696294493667832
0.2490506468967038,-0.6856978812852921,0.5682816540710413
0.24982409611066875,-0.683121675517401,0.5662977553284886
0.2505975453246337,-0.6798928766861809,0.5637022896885042
0.2513709945385986,-0.676045387443193,0.5605257299624141
0.2521444437525635,-0.6716178594495567,0.5568034298880334
0.25291789296652845,-0.6666546167944729,0.5525754922127347
0.2536913421804934,-0.6612042049089719,0.5478869006103804
0.25446479139445827,-0.6553199182336404,0.5427863324289319
0.2552382406084232,-0.6490588768000985,0.5373266863581805
0.2560116898223881,-0.6424813666463367,0.531563763260424
0.2567851390363531,-0.6356509717336499,0.5255563980874
0.25755858825031797,-0.6286333866942473,0.5193659322125564
0.25833203746428285,-0.6214962849143197,0.5130554219294594
0.25910548667824773,-0.6143083951155156,0.5066891107840645
0.25987893589221267,-0.6071395013549407,0.5003324295747161
0.2606523851061776,-0.600058991938904,0.49405080909975924
0.2614258343201425,-0.5931358594229181,0.48790902057287777
0.26219928353410743,-0.5864380410270389,0.481971175623095
0.2629727327480723,-0.5800313633004069,0.4763000667101126
0.2637461819620373,-0.5739794102043174,0.4709557160380572
0.2645196311760022,-0.568342599693693,0.4659960351401416
0.26529308038996713,-0.5631776560493572,0.46147524187547756
0.266066529603932,-0.5585376098780327,0.45744425617987383
0.26683997881789695,-0.5544700831922242,0.45394898514571747
0.2676134280318619,-0.551018080911812,0.451031378357431
0.26838687724582677,-0.5482189355285932,0.44872758105442273
0.2691603264597917,-0.5461037794385546,0.447068461798815
0.2699337756737566,-0.5446976768588041,0.4460790848077154
0.2707072248877216,-0.5440190961598418,0.44577831420242126
0.27148067410168647,-0.5440796460316972,0.4461788140084184
0.2722541233156514,-0.5448843393177915,0.4472866524045854
0.2730275725296163,-0.5464311972641426,0.4491015655570585
0.27380102174358123,-0.5487111176024322,0.45161708953616203
0.27457447095754617,-0.5517087979685316,0.4548199007317493
0.27534792017151105,-0.5554015486501114,0.4586908711886592
0.276121369385476,-0.5597610075067602,0.4632049366897837
0.27689481859944093,-0.5647520846345269,0.4683307010052721
0.27766826781340587,-0.5703340177013781,0.4740320188957161
0.27844171702737075,-0.5764608996149271,0.480266940776693
0.2792151662413357,-0.5830811508547042,0.48698929572195165
0.27998861545530057,-0.5901392343922761,0.49414842762954775
0.2807620646692655,-0.5975751280235156,0.5016894590557083
0.28153551388323045,-0.6053255116209928,0.5095547423010851
0.28230896309719533,-0.6133240309678376,0.5176833317430264
0.2830824123111602,-0.6215016935085377,0.5260119072541023
0.28385586152512515,-0.6297881875182586,0.5344754337867638
0.2846293107390901,-0.6381117501859127,0.5430076890410739
0.285402759953055,-0.6463999591157515,0.5515415272985698
0.2861762091670199,-0.6545807876628229,0.5600098028407887
0.28694965838098485,-0.6625828687668358,0.5683457657000646
0.28772310759494973,-0.6703360226198881,0.5764835893272563
0.2884965568089147,-0.6777723120019241,0.5843594259272049
0.28927000602287956,-0.6848259103638031,0.5919110107079371
0.2900434552368445,-0.6914346848304835,0.5990792448838511
0.29081690445080943,-0.6975398004502282,0.6058079318418529
0.29159035366477437,-0.7030866436131284,0.6120448324768122
0.29236380287873925,-0.7080253497188328,0.6177417971084952
0.2931372520927042,-0.7123113308442761,0.6228551612323617
0.29391070130666913,-0.715905143826746,0.6273466689380892
0.294684150520634,-0.7187734136824094,0.6311830771587768
0.29545759973459895,-0.7208889655232446,0.6343369471725376
0.29623104894856384,-0.7222309564739721,0.6367869084363644
0.2970044981625288,-0.7227854033397841,0.6385176585861279
0.2977779473764937,-0.7225446549386165,0.639520227270442
0.29855139659045865,-0.7215081836027406,0.6397918442337318
0.29932484580442353,-0.7196821894279675,0.6393364669839617
0.3000982950183885,-0.7170799960244436,0.6381639892910428
0.3008717442323534,-0.7137212590150589,0.6362911646053575
0.3016451934463183,-0.7096322298693107,0.6337402868884386
0.30241864266028323,-0.7048460197371678,0.6305401140314942
0.30319209187424817,-0.6994011483628167,0.6267248125199503
0.3039655410882131,-0.6933425994201198,0.6223340893503828
0.304738990302178,-0.686720105592496,0.6174126643627895
0.30551243951614293,-0.6795888081575828,0.6120098744897932
0.3062858887301078,-0.6720082016517784,0.6061796737566421
0.30705933794407275,-0.6640417381194451,0.5999793141118874
0.30783278715803764,-0.6557565632790459,0.5934697411781812
0.3086062363720026,-0.6472223292707535,0.586714538916818
0.30937968558596746,-0.638511458490317,0.5797796657938713
0.3101531347999324,-0.6296975605858739,0.5727327951955319
0.31092658401389733,-0.6208556962918158,0.5656426558434485
0.3117000332278622,-0.612060926342534,0.5585783722100658
0.31247348244182716,-0.60338831147242,0.5516094645186252
0.31324693165579204,-0.5949117251634758,0.5448043976569107
0.31402038086975703,-0.58670358981145,0.5382301854264526
0.3147938300837219,-0.578833689473448,0.5319523905425279
0.31556727929768685,-0.5713691698679325,0.5260336735479064
0.31634072851165174,-0.5643736149561983,0.5205336608959181
0.3171141777256167,-0.5579062554407789,0.5155084172827255
0.3178876269395816,-0.5520217049315833,0.5110100498965264
0.3186610761535465,-0.5467694322781664,0.507085521165165
0.31943452536751143,-0.5421931019850688,0.5037771764238604
0.3202079745814763,-0.538330442294884,0.5011218204966815
0.3209814237954413,-0.535212453686667,0.4991500581118861
0.3217548730094062,-0.5328636727097966,0.4978869534865824
0.32252832222337113,-0.531301776233181,0.4973508430743386
0.323301771437336,-0.5305367899436628,0.4975537313159802
0.32407522065130095,-0.5305720117645459,0.49850102680572494
0.3248486698652659,-0.5314032203540016,0.5001912784573193
0.3256221190792308,-0.5330192027727975,0.5026164393379025
0.3263955682931957,-0.5354013587335009,0.5057621305018702
0.3271690175071606,-0.5385240963512753,0.5096071133231472
0.3279424667211256,-0.542355491728541,0.5141242129137112
0.3287159159350905,-0.5468567612872475,0.5192800542897289
0.3294893651490554,-0.5519833171043288,0.5250354581223531
0.3302628143630203,-0.5576848988286369,0.5313462322393144
0.33103626357698523,-0.5639061013486708,0.53816303970799
0.3318097127909502,-0.5705865067095067,0.545431926503132
0.332583162004915,-0.5776618713651898,0.5530953768423246
0.33335661121887994,-0.5850645219295284,0.5610920493521193
0.3341300604328449,-0.5927234870930279,0.5693578324034934
0.3349035096468098,-0.6005656848752792,0.5778265036965087
0.3356769588607747,-0.6085163183757548,0.5864295983433814
0.33645040807473964,-0.6164996672754027,0.5950981237885989
0.3372238572887045,-0.6244396155043747,0.6037619002242591
0.33799730650266946,-0.6322601789097536,0.6123514074271208
0.3387707557166344,-0.6398865605910131,0.620797520924739
0.3395442049305993,-0.6472455466508114,0.6290321715801264
0.3403176541445642,-0.6542661657796535,0.6369894009272095
0.34109110335852916,-0.6608800850066874,0.6446054930877613
0.3418645525724941,-0.6670226650351619,0.6518196343560626
0.342638001786459,-0.6726329602424247,0.6585743089496973
0.3434114510004239,-0.6776547740153814,0.6648160905111458
0.34418490021438886,-0.6820367906674274,0.6704956421077856
0.34495834942835374,-0.6857329711892431,0.6755686396504151
0.3457317986423187,-0.6887034766673201,0.6799956399763231
0.3465052478562836,-0.6909145363670294,0.6837431361847437
0.3472786970702485,-0.6923388434834163,0.6867831618860621
0.34805214628421344,-0.6929560828089302,0.6890939507864741
0.3488255954981783,-0.69275266689956,0.6906599366879865
0.34959904471214326,-0.6917223956594952,0.6914724130730775
0.3503724939261082,-0.6898663244241925,0.6915288735200362
0.3511459431400731,-0.687192632043445,0.6908336712876235
0.351919392354038,-0.6837166208813822,0.6893978873981399
0.352692841568003,-0.6794608487334006,0.6872391987204929
0.35346629078196784,-0.6744547330753694,0.6843814822194011
0.35423973999593283,-0.6687344191466964,0.6808552107061903
0.35501318920989766,-0.662342648033397,0.676696661337201
0.35578663842386266,-0.6553275694157051,0.6719479156137874
0.35656008763782754,-0.6477436649865969,0.6666563317145908
0.3573335368517924,-0.6396501654486063,0.6608741487447408
0.35810698606575736,-0.6311107866799605,0.6546579590681288
0.35888043527972224,-0.6221937297345788,0.6480681806396775
0.3596538844936872,-0.6129702297558205,0.641168793171478
0.3604273337076521,-0.6035144240595521,0.6340262827973325
0.361200782921617,-0.5939024287156222,0.6267093782388892
0.36197423213558194,-0.5842122066309293,0.6192881273871178
0.3627476813495469,-0.5745219845462365,0.6118336334684453
0.36352113056351176,-0.5649102530361706,0.6044169997092992
0.3642945797774767,-0.5554544473399022,0.5971090655022417
0.3650680289914416,-0.546230947361144,0.5899792191535822
0.3658414782054065,-0.5373137584988301,0.5830955298003081
0.3666149274193715,-0.528774247813252,0.5765236920746288
0.36738837663333634,-0.5206803525244652,0.5703264984362459
0.36816182584730134,-0.5130956565937641,0.564563179587693
0.3689352750612662,-0.506079522640615,0.5592891406404717
0.36970872427523116,-0.4996859046902657,0.5545555653642552
0.3704821734891961,-0.49396321625681394,0.5504086246852948
0.371255622703161,-0.48895393459241115,0.5468892128525555
0.3720290719171259,-0.48469354535180437,0.5440326836038529
0.37280252113109086,-0.48121146601086273,0.5418683224981237
0.37357597034505574,-0.4785295947803223,0.5404194788323576
0.3743494195590207,-0.47666283827351574,0.5397027741400052
0.37512286877298556,-0.4756187157555754,0.5397286298587057
0.3758963179869505,-0.47539722722650124,0.5405003439117634
0.37666976720091544,-0.4759909853380931,0.5420150141266707
0.3774432164148803,-0.47738547922781477,0.5442626148165844
0.37821666562884526,-0.47955881068493006,0.5472267882819187
0.37899011484281014,-0.48248222181823086,0.5508845809764796
0.37976356405677514,-0.4861200950560378,0.5552069711751952
0.3805370132707401,-0.49043074464779224,0.5601586051402501
0.3813104624847049,-0.49536628474712524,0.5656991162904073
0.38208391169866984,-0.5008732889965173,0.5717824656163478
0.3828573609126348,-0.5068937139458237,0.5783578650991952
0.38363081012659966,-0.513364635218411,0.5853705692121085
0.3844042593405646,-0.5202195666804771,0.5927617430033504
0.3851777085545295,-0.5273883285241199,0.60046925359788
0.3859511577684944,-0.5347983664366587,0.6084284616989453
